name,nobjquadnegev,nintvars,nnlvars,nsos1,nsos2,conscurvature,njacobiannz,nlaghessiandiagnz,ncontvars,nquadfunc,laghessianmaxblocksize,objsense,nbinvars,nlnz,convex,nz,nobjquadposev,laghessianminblocksize,nobjquadnz,solsource,nlaghessianblocks,donor,nsemi,nlaghessiannz,laghessianavgblocksize,ncons,nconcavenlcons,nnlbinvars,nconvexnlcons,nquadcons,nvars,nobjnlnz,solinfeasibility,objcurvature,nindefinitenlcons,nnlintvars,ndiagquadcons,nnlsemi,nobjnz,nlincons,nsingleboundedvars,nlinfunc,nboundedvars,njacobiannlnz,nobjquaddiagnz,objtype,probtype,solobjvalue,nnlfunc,density,nldensity,objquaddensity,objquadproblevfrac
QPLIB_10056,0,0,172,0,0,linear,874,172,0,1,171,min,175,172,True,1049,31,1,14707,Solution found by GUROBI,2,Andrea Lodi,0,29242,86.0,5,0,172,0,0,175,172,0.0,convex,0,0,0,0,175,5,0,5,0,0,172,quadratic,CBL,-33.85678866,1,0.999047619048,1.0,0.988439697134,0.0
QPLIB_10057,19,0,194,0,0,linear,2199,194,0,1,182,min,200,194,False,2393,174,1,15250,Solution found by SCIP,11,Andrea Lodi,0,30306,17.636364,11,0,194,0,0,200,194,0.0,indefinite,0,0,0,0,194,11,0,11,0,0,194,quadratic,QBL,-0.0,1,0.997083333333,1.0,0.805239664151,0.095
QPLIB_10058,15,0,200,0,0,linear,2197,200,0,1,195,min,200,200,False,2397,185,1,17691,Solution found by GUROBI,4,Andrea Lodi,0,35182,50.0,11,0,200,0,0,200,200,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,200,quadratic,QBL,-3.566525619,1,0.99875,1.0,0.87955,0.075
QPLIB_10059,37,0,171,0,0,linear,1996,171,0,1,171,min,200,171,False,2167,49,171,14306,Solution found by SCIP,1,Andrea Lodi,0,28441,171.0,10,0,171,0,0,200,171,0.0,indefinite,0,0,0,0,171,10,0,10,0,0,171,quadratic,QBL,-0.0,1,0.985,1.0,0.972641154543,0.185
QPLIB_10060,16,0,196,0,0,linear,1996,196,0,1,194,min,200,196,False,2192,180,1,17670,Solution found by SCIP,3,Andrea Lodi,0,35144,65.333333,10,0,196,0,0,200,196,0.0,indefinite,0,0,0,0,196,10,0,10,0,0,196,quadratic,QBL,-0.0,1,0.996363636364,1.0,0.914827155352,0.08
QPLIB_10061,18,0,192,0,0,linear,999,191,0,1,191,min,200,192,False,1197,174,1,18083,Solution found by CPLEX,2,Andrea Lodi,0,35975,96.0,5,0,192,0,0,200,192,0.0,indefinite,0,0,0,0,198,5,0,5,0,0,191,quadratic,QBL,-23.99855941,1,0.9975,1.0,0.975884331597,0.09
QPLIB_10062,19,0,194,0,0,linear,1996,194,0,1,192,min,200,194,False,2190,175,1,18356,Solution found by SCIP,3,Andrea Lodi,0,36518,64.666667,10,0,194,0,0,200,194,0.0,indefinite,0,0,0,0,194,10,0,10,0,0,194,quadratic,QBL,-0.0,1,0.995454545455,1.0,0.97029439898,0.095
QPLIB_10063,6,0,198,0,0,linear,999,198,0,1,198,min,200,198,False,1199,35,198,19611,Solution found by ALPHAECP,1,Andrea Lodi,0,39024,198.0,5,0,198,0,0,200,198,0.0,indefinite,0,0,0,0,200,5,0,5,0,0,198,quadratic,QBL,-42.51597243,1,0.999166666667,1.0,0.995408631772,0.03
QPLIB_10064,4,0,197,0,0,linear,2199,197,0,1,197,min,200,197,False,2396,193,197,19469,Solution found by SCIP,1,Andrea Lodi,0,38741,197.0,11,0,197,0,0,200,197,0.0,indefinite,0,0,0,0,197,11,0,11,0,0,197,quadratic,QBL,-0.0,1,0.998333333333,1.0,0.998247829112,0.02
QPLIB_10065,2,0,198,0,0,linear,2199,198,0,1,197,min,200,198,False,2399,43,1,19500,Solution found by GUROBI,2,Andrea Lodi,0,38802,99.0,11,0,198,0,0,200,198,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,198,quadratic,QBL,-29.82242097,1,0.999583333333,1.0,0.989745944291,0.01
QPLIB_10066,3,0,197,0,0,linear,2197,197,0,1,197,min,200,197,False,2397,194,197,19498,Solution found by CPLEX,1,Andrea Lodi,0,38799,197.0,11,0,197,0,0,200,197,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,197,quadratic,QBL,-32.97988603,1,0.99875,1.0,0.999742327811,0.015
QPLIB_10067,5,0,199,0,0,linear,999,199,0,1,199,min,200,199,False,1199,194,199,19841,Solution found by CPLEX,1,Andrea Lodi,0,39483,199.0,5,0,199,0,0,200,199,0.0,indefinite,0,0,0,0,200,5,0,5,0,0,199,quadratic,QBL,-31.56870096,1,0.999166666667,1.0,0.997020277266,0.025
QPLIB_10068,4,0,200,0,0,linear,2197,200,0,1,200,min,200,200,False,2397,48,200,20079,Solution found by CPLEX,1,Andrea Lodi,0,39958,200.0,11,0,200,0,0,200,200,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,200,quadratic,QBL,-31.6396972,1,0.99875,1.0,0.99895,0.02
QPLIB_10069,0,0,200,0,0,linear,1996,200,0,1,199,min,200,200,True,2196,200,1,19464,Solution found by SCIP,2,Andrea Lodi,0,38728,100.0,10,0,200,0,0,200,200,0.0,convex,0,0,0,0,200,10,0,10,0,0,200,quadratic,CBL,-0.0,1,0.998181818182,1.0,0.9682,0.0
QPLIB_10070,3,0,198,0,0,linear,2197,198,0,1,198,min,200,198,False,2397,195,198,19676,Solution found by CPLEX,1,Andrea Lodi,0,39154,198.0,11,0,198,0,0,200,198,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,198,quadratic,QBL,-25.33284987,1,0.99875,1.0,0.998724619937,0.015
QPLIB_10071,2,0,200,0,0,linear,2199,200,0,1,200,min,200,200,False,2399,198,200,19898,Solution found by SCIP,1,Andrea Lodi,0,39596,200.0,11,0,200,0,0,200,200,0.0,indefinite,0,0,0,0,200,11,0,11,0,0,200,quadratic,QBL,-0.0,1,0.999583333333,1.0,0.9899,0.01
QPLIB_10072,9,0,68,0,0,linear,749,68,0,1,67,min,75,68,False,817,59,1,2117,Solution found by SCIP,2,Andrea Lodi,0,4166,34.0,10,0,68,0,0,75,68,0.0,indefinite,0,0,0,0,68,10,0,10,0,0,68,quadratic,QBL,-0.0,1,0.990303030303,1.0,0.900951557093,0.12
QPLIB_10073,8,0,68,0,0,linear,450,68,0,1,64,min,75,68,False,518,60,1,1996,Solution found by SCIP,3,Andrea Lodi,0,3924,22.666667,6,0,68,0,0,75,68,0.0,indefinite,0,0,0,0,68,6,0,6,0,0,68,quadratic,QBL,-0.0,1,0.986666666667,1.0,0.848615916955,0.106666666667
QPLIB_10074,1,0,75,0,0,linear,749,75,0,1,75,min,75,75,False,824,74,75,2849,Solution found by SCIP,1,Andrea Lodi,0,5623,75.0,10,0,75,0,0,75,75,0.0,indefinite,0,0,0,0,75,10,0,10,0,0,75,quadratic,QBL,-0.0,1,0.998787878788,1.0,0.999644444444,0.0133333333333
QPLIB_1055,20,0,40,0,0,indefinite,800,40,40,21,40,min,0,840,False,840,20,40,820,Solution found by SCIP,1,Nick Sahinidis,0,1600,40.0,20,0,0,0,20,40,40,2.427213985e-10,indefinite,20,0,0,0,40,0,0,0,40,800,40,quadratic,QCQ,-33.03702314,21,1.0,1.0,1.0,0.5
QPLIB_1143,20,0,40,0,0,indefinite,959,40,40,21,40,min,0,840,False,999,20,40,797,Solution found by SCIP,1,Nick Sahinidis,0,1600,40.0,24,0,0,0,20,40,40,6.055378421e-11,indefinite,20,0,0,0,40,4,0,4,40,800,40,quadratic,QCQ,-57.24667411,21,0.999,1.0,0.97125,0.5
QPLIB_1157,10,0,40,0,0,indefinite,359,40,40,2,40,min,0,80,False,399,30,40,776,Solution found by SCIP,1,Nick Sahinidis,0,1588,40.0,9,0,0,0,1,40,40,5.551115123e-16,indefinite,1,0,0,0,40,8,0,8,40,40,40,quadratic,QCQ,-10.94820362,2,0.9975,1.0,0.945,0.25
QPLIB_1353,13,0,50,0,0,indefinite,300,50,50,2,50,min,0,100,False,350,37,50,1222,Solution found by SCIP,1,Nick Sahinidis,0,2496,50.0,6,0,0,0,1,50,50,2.126053777e-10,indefinite,1,0,0,0,50,5,0,5,50,50,49,quadratic,QCQ,-7.714162166,2,1.0,1.0,0.958,0.26
QPLIB_1423,30,0,40,0,0,indefinite,960,40,40,21,40,min,0,840,False,1000,10,40,782,Solution found by SCIP,1,Nick Sahinidis,0,1600,40.0,24,0,0,0,20,40,40,5.291678207e-11,indefinite,20,0,0,0,40,4,0,4,40,800,38,quadratic,QCQ,-14.96746772,21,1.0,1.0,0.95375,0.75
QPLIB_1437,25,0,50,0,0,indefinite,549,50,50,2,50,min,0,100,False,599,25,50,1219,Solution found by SCIP,1,Nick Sahinidis,0,2488,50.0,11,0,0,0,1,50,50,1.231491575e-10,indefinite,1,0,0,0,50,10,0,10,50,50,49,quadratic,QCQ,-7.789172855,2,0.998333333333,1.0,0.9556,0.5
QPLIB_1451,30,0,60,0,0,indefinite,3954,60,60,61,60,min,0,3660,False,4014,30,60,897,Solution found by ANTIGONE,1,Nick Sahinidis,0,3600,60.0,66,0,0,0,60,60,60,2.892726059e-10,indefinite,60,0,0,0,60,6,0,6,60,3600,27,quadratic,QCQ,-87.5764866,61,0.998507462687,1.0,0.490833333333,0.5
QPLIB_1493,20,0,40,0,0,indefinite,200,40,40,2,40,min,0,80,False,240,20,40,798,Solution found by ANTIGONE,1,Nick Sahinidis,0,1600,40.0,5,0,0,0,1,40,40,3.173017404e-13,indefinite,1,0,0,0,40,4,0,4,40,40,39,quadratic,QCQ,-43.16043152,2,1.0,1.0,0.973125,0.5
QPLIB_1507,8,0,30,0,0,indefinite,990,30,30,31,30,min,0,930,False,1020,22,30,446,Solution found by SCIP,1,Nick Sahinidis,0,900,30.0,33,0,0,0,30,30,30,3.885780586e-16,indefinite,30,0,0,0,30,3,0,3,30,900,30,quadratic,QCQ,-8.301376966,31,1.0,1.0,0.957777777778,0.266666666667
QPLIB_1535,30,0,60,0,0,indefinite,3957,60,60,61,60,min,0,3660,False,4017,30,60,1727,Solution found by SCIP,1,Nick Sahinidis,0,3600,60.0,66,0,0,0,60,60,60,1.558308482e-10,indefinite,60,0,0,0,60,6,0,6,60,3600,59,quadratic,QCQ,-11.5861351,61,0.999253731343,1.0,0.943055555556,0.5
QPLIB_1619,25,0,50,0,0,indefinite,1499,50,50,26,50,min,0,1300,False,1549,25,50,1217,Solution found by SCIP,1,Nick Sahinidis,0,2500,50.0,30,0,0,0,25,50,50,1.202958844e-10,indefinite,25,0,0,0,50,5,0,5,50,1250,46,quadratic,QCQ,-9.217302263,26,0.99935483871,1.0,0.9552,0.5
QPLIB_1661,30,0,60,0,0,indefinite,778,60,60,2,60,min,0,120,False,838,30,60,1746,Solution found by SCIP,1,Nick Sahinidis,0,3592,60.0,13,0,0,0,1,60,60,3.782830715e-10,indefinite,1,0,0,0,60,12,0,12,60,60,59,quadratic,QCQ,-15.95489773,2,0.997619047619,1.0,0.953611111111,0.5
QPLIB_1675,31,0,60,0,0,indefinite,776,48,60,2,60,min,0,120,False,836,29,60,896,Solution found by SCIP,1,Nick Sahinidis,0,2640,60.0,13,0,0,0,1,60,60,6.711013342e-11,indefinite,1,0,0,0,60,12,0,12,60,60,36,quadratic,QCQ,-75.66868248,2,0.995238095238,1.0,0.487777777778,0.516666666667
QPLIB_1703,31,0,60,0,0,indefinite,2160,60,60,31,60,min,0,1860,False,2220,29,60,1792,Solution found by SCIP,1,Nick Sahinidis,0,3600,60.0,36,0,0,0,30,60,60,1.506189617e-11,indefinite,30,0,0,0,60,6,0,6,60,1800,59,quadratic,QCQ,-132.8020247,31,1.0,1.0,0.979166666667,0.516666666667
QPLIB_1745,25,0,50,0,0,indefinite,2747,50,50,51,50,min,0,2550,False,2797,25,50,623,Solution found by SCIP,1,Nick Sahinidis,0,2500,50.0,55,0,0,0,50,50,50,1.421085472e-14,indefinite,50,0,0,0,50,5,0,5,50,2500,27,quadratic,QCQ,-72.37658976,51,0.998928571429,1.0,0.4876,0.5
QPLIB_1773,30,0,60,0,0,indefinite,420,60,60,2,60,min,0,120,False,480,30,60,1734,Solution found by ANTIGONE,1,Nick Sahinidis,0,3590,60.0,7,0,0,0,1,60,60,6.732312485e-10,indefinite,1,0,0,0,60,6,0,6,60,60,56,quadratic,QCQ,-14.64186129,2,1.0,1.0,0.947777777778,0.5
QPLIB_1886,25,0,50,0,0,indefinite,2500,0,50,51,50,min,0,2550,False,2550,25,50,625,Solution found by SCIP,1,Nick Sahinidis,0,1250,50.0,50,0,0,0,50,50,50,2.677147393e-11,indefinite,50,0,0,0,50,0,0,0,50,2500,0,quadratic,QCQ,-78.67156135,51,1.0,1.0,0.5,0.5
QPLIB_1913,24,0,48,0,0,indefinite,2304,0,48,49,48,min,0,2352,False,2352,24,48,287,Solution found by SCIP,1,Nick Sahinidis,0,1152,48.0,48,0,0,0,48,48,48,3.552713679e-15,indefinite,48,0,0,0,48,0,0,0,48,2304,0,quadratic,QCQ,-52.1084813,49,1.0,1.0,0.249131944444,0.5
QPLIB_1922,15,0,30,0,0,indefinite,1800,0,30,61,30,min,0,1830,False,1830,15,30,223,Solution found by SCIP,1,Nick Sahinidis,0,450,30.0,60,0,0,0,60,30,30,1.323385845e-13,indefinite,60,0,0,0,30,0,0,0,30,1800,0,quadratic,QCQ,-35.9505868,61,1.0,1.0,0.495555555556,0.5
QPLIB_1931,20,0,40,0,0,indefinite,1600,0,40,41,40,min,0,1640,False,1640,20,40,399,Solution found by SCIP,1,Nick Sahinidis,0,800,40.0,40,0,0,0,40,40,40,5.101590261e-10,indefinite,40,0,0,0,40,0,0,0,40,1600,0,quadratic,QCQ,-55.70887522,41,1.0,1.0,0.49875,0.5
QPLIB_1940,24,0,48,0,0,indefinite,4608,0,48,97,48,min,0,4655,False,4656,24,48,288,Solution found by SCIP,1,Nick Sahinidis,0,1152,48.0,96,0,0,0,96,48,48,1.261537541e-10,indefinite,96,0,0,0,48,0,0,0,48,4607,0,quadratic,QCQ,-38.31010813,97,1.0,0.999785223368,0.25,0.5
QPLIB_1967,25,0,50,0,0,indefinite,3750,50,50,76,50,min,0,3800,False,3800,25,50,1272,Solution found by SCIP,1,Nick Sahinidis,0,2500,50.0,75,0,0,0,75,50,50,1.088089618e-10,indefinite,75,0,0,0,50,0,0,0,50,3750,50,quadratic,QCQ,-107.5813416,76,1.0,1.0,0.9976,0.5
QPLIB_1976,58,0,151,0,0,indefinite,543,0,0,17,16,min,152,302,False,694,93,2,800,Solution found by SCIP,16,Pierre Bonami,0,1600,9.4375,152,0,151,0,16,152,151,0.0,indefinite,16,0,0,0,151,136,0,136,0,151,0,quadratic,QBQ,-9594.0,17,0.0298417612659,0.117647058824,0.0701723608614,0.381578947368
QPLIB_2017,99,0,251,0,0,indefinite,923,0,0,22,21,min,252,502,False,1174,152,2,1728,Solution found by ANTIGONE,21,Pierre Bonami,0,3456,11.952381,252,0,251,0,21,252,251,0.0,indefinite,21,0,0,0,251,231,0,231,0,251,0,quadratic,QBQ,-22984.0,22,0.0184139531966,0.0909090909091,0.0548562721227,0.392857142857
QPLIB_2022,106,0,274,0,0,indefinite,1011,0,0,23,22,min,275,548,False,1285,168,2,1967,Solution found by ANTIGONE,22,Pierre Bonami,0,3934,12.454545,275,0,274,0,22,275,274,0.0,indefinite,22,0,0,0,274,253,0,253,0,274,0,quadratic,QBQ,-22747.5,23,0.016930171278,0.0869565217391,0.0524002344291,0.385454545455
QPLIB_2029,120,0,298,0,0,indefinite,1103,0,0,24,23,min,299,596,False,1401,178,2,2251,Solution found by ANTIGONE,23,Pierre Bonami,0,4502,12.956522,299,0,298,0,23,299,298,0.0,indefinite,23,0,0,0,298,276,0,276,0,298,0,quadratic,QBQ,-34704.0,24,0.015618729097,0.0833333333333,0.0506959145984,0.401337792642
QPLIB_2036,127,0,323,0,0,indefinite,1199,0,0,25,24,min,324,646,False,1522,196,2,2521,Solution found by LOCALSOLVER,24,Pierre Bonami,0,5042,13.458333,324,0,323,0,24,324,323,0.0,indefinite,24,0,0,0,323,300,0,300,0,323,0,quadratic,QBQ,-30590.0,25,0.0144539411206,0.08,0.0483278858227,0.391975308642
QPLIB_2047,0,0,136,0,0,indefinite,6392,0,0,17,136,min,136,272,False,6527,0,136,0,Solution found by SCIP,1,Pierre Bonami,0,4050,136.0,2057,0,136,0,17,136,0,0.0,linear,17,0,0,0,135,2040,0,2041,0,272,0,linear,LBQ,1182604.5,17,0.0233200423026,0.117647058824,0.0,0.0
QPLIB_2055,0,0,153,0,0,indefinite,7650,0,0,18,153,min,153,306,False,7802,0,153,0,Solution found by SCIP,1,Pierre Bonami,0,4864,153.0,2466,0,153,0,18,153,0,0.0,linear,18,0,0,0,152,2448,0,2449,0,306,0,linear,LBQ,3389110.0,18,0.0206702326925,0.111111111111,0.0,0.0
QPLIB_2060,0,0,171,0,0,indefinite,9063,0,0,19,171,min,171,342,False,9233,0,171,0,Solution found by SCIP,1,Pierre Bonami,0,5780,171.0,2926,0,171,0,19,171,0,0.0,linear,19,0,0,0,170,2907,0,2908,0,342,0,linear,LBQ,2528144.0,19,0.0184469258786,0.105263157895,0.0,0.0
QPLIB_2067,0,0,190,0,0,indefinite,10640,0,0,20,190,min,190,380,False,10829,0,190,0,Solution found by SCIP,1,Pierre Bonami,0,6804,190.0,3440,0,190,0,20,190,0,0.0,linear,20,0,0,0,189,3420,0,3421,0,380,0,linear,LBQ,3311060.0,20,0.0165634225057,0.1,0.0,0.0
QPLIB_2073,0,0,210,0,0,indefinite,12390,0,0,21,210,min,210,420,False,12599,0,210,0,Solution found by SCIP,1,Pierre Bonami,0,7942,210.0,4011,0,210,0,21,210,0,0.0,linear,21,0,0,0,209,3990,0,3991,0,420,0,linear,LBQ,7600750.0,21,0.0149539476808,0.0952380952381,0.0,0.0
QPLIB_2077,0,0,231,0,0,indefinite,14322,0,0,22,231,min,231,462,False,14551,0,231,0,Solution found by SCIP,1,Pierre Bonami,0,9160,231.0,4642,0,231,0,22,231,0,0.0,linear,22,0,0,0,229,4620,0,4621,0,462,0,linear,LBQ,2373966.0,22,0.0135669485228,0.0909090909091,0.0,0.0
QPLIB_2085,0,0,253,0,0,indefinite,16445,0,0,23,253,min,253,506,False,16695,0,253,0,Solution found by GUROBI,1,Pierre Bonami,0,10500,253.0,5336,0,253,0,23,253,0,0.0,linear,23,0,0,0,250,5313,0,5314,0,506,0,linear,LBQ,7034580.0,23,0.0123642762399,0.0869565217391,0.0,0.0
QPLIB_2087,0,0,276,0,0,indefinite,18768,0,0,24,276,min,276,552,False,19044,0,276,0,Solution found by SCIP,1,Pierre Bonami,0,12144,276.0,6096,0,276,0,24,276,0,0.0,linear,24,0,0,0,276,6072,0,6073,0,552,0,linear,LBQ,3312579.0,24,0.0113170411678,0.0833333333333,0.0,0.0
QPLIB_2096,0,0,300,0,0,indefinite,21300,0,0,25,300,min,300,600,False,21595,0,300,0,Solution found by GUROBI,1,Pierre Bonami,0,13570,300.0,6925,0,300,0,25,300,0,0.0,linear,25,0,0,0,295,6900,0,6901,0,600,0,linear,LBQ,7068000.0,25,0.0103932043508,0.08,0.0,0.0
QPLIB_2165,0,0,1366,0,0,indefinite,10245,0,1376,683,2,min,683,1366,False,10928,0,2,0,Solution found by ANTIGONE,683,Polip2011,0,1366,2.0,2049,0,0,0,683,2059,0,5.684341886e-14,linear,683,0,0,0,683,1366,683,1367,0,1366,0,linear,LMQ,11.0,683,0.00258899063007,0.00146412884334,0.0,0.0
QPLIB_2166,0,0,690,0,0,indefinite,4131,0,697,345,2,min,345,690,False,4476,0,2,0,Solution found by SCIP,345,Polip2011,0,690,2.0,1035,0,0,0,345,1042,0,4.263256415e-12,linear,345,0,0,0,345,690,345,691,0,690,0,linear,LMQ,85.0,345,0.0041463179659,0.00289855072464,0.0,0.0
QPLIB_2167,0,0,122,0,0,indefinite,801,0,131,61,2,min,61,122,False,862,0,2,0,Solution found by SCIP,61,Polip2011,0,122,2.0,183,0,0,0,61,192,0,2.842170943e-14,linear,61,0,0,0,61,122,61,123,0,122,0,linear,LMQ,6.0,61,0.0243999094203,0.016393442623,0.0,0.0
QPLIB_2168,0,0,428,0,0,indefinite,2818,0,438,214,2,min,214,428,False,3032,0,2,0,Solution found by GUROBI,214,Polip2011,0,428,2.0,642,0,0,0,214,652,0,2.473825589e-10,linear,214,0,0,0,214,428,214,429,0,428,0,linear,LMQ,36.0,214,0.00723220334132,0.00467289719626,0.0,0.0
QPLIB_2169,0,0,594,0,0,indefinite,4611,0,608,297,2,min,297,594,False,4908,0,2,0,Solution found by SCIP,297,Polip2011,0,594,2.0,891,0,0,0,297,905,0,2.728484105e-12,linear,297,0,0,0,297,594,297,595,0,594,0,linear,LMQ,30.0,297,0.00607982558284,0.003367003367,0.0,0.0
QPLIB_2170,0,0,702,0,0,indefinite,12619,0,736,351,2,min,351,702,False,12970,0,2,0,Solution found by SCIP,351,Polip2011,0,702,2.0,1053,0,0,0,351,1087,0,2.273736754e-12,linear,351,0,0,0,351,702,351,703,0,702,0,linear,LMQ,6.0,351,0.0113206097942,0.002849002849,0.0,0.0
QPLIB_2171,0,0,300,0,0,indefinite,1500,0,305,150,2,min,150,300,False,1650,0,2,0,Solution found by SCIP,150,Polip2011,0,300,2.0,450,0,0,0,150,455,0,1.705302566e-13,linear,150,0,0,0,150,300,150,301,0,300,0,linear,LMQ,25.0,150,0.00804073974806,0.00666666666667,0.0,0.0
QPLIB_2173,0,0,430,0,0,indefinite,2361,0,436,215,2,min,215,430,False,2576,0,2,0,Solution found by SCIP,215,Polip2011,0,430,2.0,645,0,0,0,215,651,0,2.131628207e-14,linear,215,0,0,0,215,430,215,431,0,430,0,linear,LMQ,11.0,215,0.00612537035188,0.0046511627907,0.0,0.0
QPLIB_2174,0,0,1536,0,0,indefinite,9989,0,1545,768,2,min,768,1536,False,10757,0,2,0,Solution found by ANTIGONE,768,Polip2011,0,1536,2.0,2304,0,0,0,768,2313,0,5.258016245e-13,linear,768,0,0,0,768,1536,768,1537,0,1536,0,linear,LMQ,152.0,768,0.00201764430602,0.00130208333333,0.0,0.0
QPLIB_2181,0,0,180,0,0,indefinite,1341,0,190,90,2,min,90,180,False,1431,0,2,0,Solution found by SCIP,90,Polip2011,0,180,2.0,270,0,0,0,90,280,0,9.094947018e-13,linear,90,0,0,0,90,180,90,181,0,180,0,linear,LMQ,22.0,90,0.0188587243015,0.0111111111111,0.0,0.0
QPLIB_2187,0,0,180,0,0,indefinite,1786,0,195,90,2,min,90,180,False,1876,0,2,0,Solution found by ANTIGONE,90,Polip2011,0,180,2.0,270,0,0,0,90,285,0,5.684341886e-14,linear,90,0,0,0,90,180,90,181,0,180,0,linear,LMQ,13.0,90,0.024289506053,0.0111111111111,0.0,0.0
QPLIB_2192,0,0,180,0,0,indefinite,2232,0,200,90,2,min,90,180,False,2322,0,2,0,Solution found by ANTIGONE,90,Polip2011,0,180,2.0,270,0,0,0,90,290,0,3.019806627e-14,linear,90,0,0,0,90,180,90,181,0,180,0,linear,LMQ,10.0,90,0.0295457437333,0.0111111111111,0.0,0.0
QPLIB_2195,0,0,180,0,0,indefinite,2676,0,205,90,2,min,90,180,False,2766,0,2,0,Solution found by ANTIGONE,90,Polip2011,0,180,2.0,270,0,0,0,90,295,0,1.847411113e-13,linear,90,0,0,0,90,180,90,181,0,180,0,linear,LMQ,9.0,90,0.0345987866658,0.0111111111111,0.0,0.0
QPLIB_2202,0,0,180,0,0,indefinite,894,0,185,90,2,min,90,180,False,984,0,2,0,Solution found by ANTIGONE,90,Polip2011,0,180,2.0,270,0,0,0,90,275,0,2.842170943e-14,linear,90,0,0,0,90,180,90,181,0,180,0,linear,LMQ,30.0,90,0.0132036229453,0.0111111111111,0.0,0.0
QPLIB_2203,0,0,200,0,0,indefinite,993,0,205,100,2,min,100,200,False,1093,0,2,0,Solution found by ANTIGONE,100,Polip2011,0,200,2.0,300,0,0,0,100,305,0,1.421085472e-14,linear,100,0,0,0,100,200,100,201,0,200,0,linear,LMQ,33.0,100,0.0119056696258,0.01,0.0,0.0
QPLIB_2204,0,0,220,0,0,indefinite,1092,0,225,110,2,min,110,220,False,1202,0,2,0,Solution found by ANTIGONE,110,Polip2011,0,220,2.0,330,0,0,0,110,335,0,2.842170943e-14,linear,110,0,0,0,110,220,110,221,0,220,0,linear,LMQ,38.0,110,0.0108400595211,0.00909090909091,0.0,0.0
QPLIB_2205,0,0,1916,0,0,indefinite,12055,0,1926,958,2,min,958,1916,False,13013,0,2,0,Solution found by GUROBI,958,Polip2011,0,1916,2.0,2874,0,0,0,958,2884,0,1.492139745e-13,linear,958,0,0,0,958,1916,958,1917,0,1916,0,linear,LMQ,90.0,958,0.00156943858168,0.00104384133612,0.0,0.0
QPLIB_2206,0,0,388,0,0,indefinite,7285,0,421,194,2,min,194,388,False,7479,0,2,0,Solution found by ALPHAECP,194,Polip2011,0,388,2.0,582,0,0,0,194,615,0,6.060929536e-12,linear,194,0,0,0,194,388,194,389,0,388,0,linear,LMQ,15.0,194,0.0208593063632,0.00515463917526,0.0,0.0
QPLIB_2315,266,0,595,0,0,linear,39270,0,0,1,595,min,595,595,False,39865,329,595,13233,Solution found by LOCALSOLVER,1,Polip2011,0,26466,595.0,13090,0,595,0,0,595,595,0.0,indefinite,0,0,0,0,595,13090,0,13090,0,0,0,quadratic,QBL,-29432.0,1,0.00511802001375,1.0,0.0747574323847,0.447058823529
QPLIB_2353,120,0,240,0,0,linear,6720,0,93,1,240,min,147,240,False,6960,120,240,6826,Solution found by SCIP,1,Polip2011,0,13652,240.0,2240,0,147,0,0,240,240,0.0,indefinite,0,0,0,0,240,2240,0,2240,93,0,0,quadratic,QML,-1674.0,1,0.0129406514949,1.0,0.237013888889,0.5
QPLIB_2357,120,0,240,0,0,linear,6720,0,0,1,240,min,240,240,False,6960,120,240,2254,Solution found by SCIP,1,Polip2011,0,4508,240.0,2240,0,240,0,0,240,240,0.0,indefinite,0,0,0,0,240,2240,0,2240,0,0,0,quadratic,QBL,-647.0,1,0.0129406514949,1.0,0.0782638888889,0.5
QPLIB_2359,136,0,289,0,0,linear,9792,0,0,1,289,min,306,289,False,10081,136,289,1740,Solution found by SCIP,1,Polip2011,0,3480,289.0,3264,0,289,0,0,306,289,0.0,indefinite,0,0,0,0,289,3264,0,3264,0,0,0,quadratic,QBL,-648.0,1,0.0100901820657,1.0,0.0416661677901,0.444444444444
QPLIB_2416,0,0,24,0,0,indefinite,3757,24,25,533,24,min,0,3336,False,3758,0,24,0,Solution found by ANTIGONE,1,Ruth Misener,0,492,24.0,686,41,0,6,533,25,0,1.776356839e-15,linear,486,0,18,0,1,153,0,154,24,3336,0,linear,LCQ,9.988706875,533,0.218806404658,0.260787992495,0.0,0.0
QPLIB_2430,0,0,120,0,0,indefinite,660,10,125,65,12,min,0,533,False,661,0,5,0,Solution found by SCIP,16,Ruth Misener,0,458,7.5,92,0,0,0,65,125,0,4.547473509e-13,linear,65,0,10,0,1,27,0,28,120,533,0,linear,LCQ,-3.256119092,65,0.0568602150538,0.0683333333333,0.0,0.0
QPLIB_2445,0,0,80,0,0,indefinite,926,0,143,66,20,min,0,456,False,961,0,20,0,Solution found by SCIP,4,Ruth Misener,0,432,20.0,80,0,0,0,66,143,0,7.275957614e-12,linear,66,0,0,0,35,14,0,15,80,456,0,linear,LCQ,323.5051042,66,0.0829664162997,0.0863636363636,0.0,0.0
